agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version
Each stack digests one or more sources and returns results to the Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ce YFE,Each stack digests one or more sources and returns results to the Digest Agent,,,,,,tbd,,,,PACK-9332d4db,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,Each stack digests one or more sources and returns results to the Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,microagentstack.md,,"{""sample"": ""* **Board Agents:** Create and oversee stacks.  Each stack reports to its Board Agent.  Board Agents can run multiple stacks in parallel.\n* **ModelSelectorAgents:** When a stack requires AI processing, the CommandChiefAgent requests a ModelSelector to choose the appropriate model and logs the rationale.\n* **Digest Agent:** Often uses MicroAgentStacks to perform large‑scale digestions across many repos or datasets.  Each stack digests one or more sources and returns results to the Digest Agent.""}",pack=PACK-9332d4db; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,microagentstack.md,,"{""sample"": ""MicroAgentStacks bring structure, scalability and reliability to ark‑os‑noa’s execution model.  By isolating work into bounded pods, the system can handle complex, parallel workflows without turning into a monolith.\n""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
ReviewAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ui FXT,ReviewAgent,,,,,,tbd,,,,PACK-bb4ee1b9,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ReviewAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,issues_epics_tasks.md,,"{""sample"": ""## EPIC D — Orchestration & Court\n- **D1**: NOA Orchestrator loop (Sense → Plan → Act → Verify → Report).\n- **D2**: Board agents (Strategy, COO, Legal, Security, Digest, Growth).\n- **D3**: ManifestEditor + ReviewAgent + sandbox promotion to live.\n- **D4**: Policy packs (licenses, CVE thresholds, network policy).""}",pack=PACK-bb4ee1b9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
ModelSelectorAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fl YEL-2,ModelSelectorAgent,,,,,,tbd,,,,PACK-20c0247c,Agent,,,,Ops,,COURT-POLICY-CORE-F,,,,,ModelSelectorAgent,gpu>=1; vram>=8GB; disk>=10GB; net>=50Mbps,,,F,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,model_selector_agents.md,,"{""sample"": ""A **ModelSelectorAgent** specialises in selecting the best AI model or tool for a given task.  In the context of ark‑os‑noa, tasks vary widely—from reasoning and planning, to code analysis, to data transformation.  Selecting the wrong model can waste resources or compromise privacy.  The ModelSelector provides an intelligent arbitration layer, helping Board Agents and **MicroAgentStacks** achieve high quality results while respecting cost, latency and privacy constraints.""}",pack=PACK-20c0247c; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.f,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-2,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,model_selector_agents.md,,"{""sample"": ""A **ModelSelectorAgent** specialises in selecting the best AI model or tool for a given task.  In the context of ark‑os‑noa, tasks vary widely—from reasoning and planning, to code analysis, to data transformation.  Selecting the wrong model can waste resources or compromise privacy.  The ModelSelector provides an intelligent arbitration layer, helping Board Agents and **MicroAgentStacks** achieve high quality results while respecting cost, latency and privacy constraints.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Board Agent or CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jf UBC,Board Agent or CommandChiefAgent,,,,,,per_intent,,,,PACK-9ca53e6b,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,Board Agent or CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,model_selector_agents.md,,"{""sample"": ""* **Inputs:** Each call to a ModelSelector includes a task description, input size (e.g. document length, number of files), the privacy tier (public, sensitive, confidential), latency budget, and a cost cap.  These parameters come from the requesting agent (often a Board Agent or CommandChiefAgent).\n* **Decision Graph:** The ModelSelector applies a decision graph:\n  1. **Task classification** – Is this reasoning/planning, bulk transformation, code/data manipulation, or something else?\n  2. **Complexity estimation** – How large or intricate is the input?  This influences whether to use a bigger model or a lightweight one.\n  3. **Model/Tool selection** – Choose from a catalogue of available models (remote APIs, local models served via llama.cpp/Ollama, code runners, data converters) using he""}",pack=PACK-9ca53e6b; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-3,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,model_selector_agents.md,,"{""sample"": ""- **Board Agents:** Request ModelSelector assistance when their tasks involve AI/ML.  They set budgets and specify privacy tiers.  The ModelSelector returns a plan and rationale.\n- **MicroAgentStacks:** CommandChiefAgents invoke ModelSelectors inside their stacks when a task requires AI processing.  This ensures each stack uses consistent policies and optimal models.\n- **NOA:** Maintains overarching policies for model selection (allowed licences, vulnerability gates, GPU quotas).  The ModelSelector enforces these policies and logs decisions back to NOA’s audit trail.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
By delegating model/tool choice to a dedicated ModelSelectorAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,qf DBJ,By delegating model/tool choice to a dedicated ModelSelectorAgent,,,,,,tbd,,,,PACK-ead9fea9,Agent,,,,Ops,,COURT-POLICY-CORE-F,,,,,By delegating model/tool choice to a dedicated ModelSelectorAgent,gpu>=1; vram>=8GB; disk>=10GB; net>=50Mbps,,,F,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,model_selector_agents.md,,"{""sample"": ""By delegating model/tool choice to a dedicated ModelSelectorAgent, ark‑os‑noa keeps business logic and AI expertise separate, resulting in better outcomes and traceable decisions.\n""}",pack=PACK-ead9fea9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.f,,,Agent,
Telemetry Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,oe IBT,Telemetry Agent,,,,,,tbd,,,,PACK-88389aa1,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Telemetry Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,backend.md,,"{""sample"": ""1. **Build‑Proxy:** A lightweight service that proxies inner `docker build` and `nerdctl` commands to the outer BuildKit daemon.  It exposes a local socket inside the Capsule but forwards build requests externally, avoiding duplicate layer storage.\n2. **Service‑Mirror:** Watches inner service definitions and publishes corresponding services in the outer service mesh with mTLS and SLO configurations.  This allows inner services to be reachable and observable from the outer plane.\n3. **Policy Agent (OPA):** Enforces egress rules, resource quotas, and other policies at the Capsule boundary.  It integrates with eBPF to block unauthorised traffic.\n4. **Telemetry Agent:** Collects traces, metrics and logs from the inner services and sidecars.  It forwards data to the central observability stack ""}",pack=PACK-88389aa1; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
Policy Agent,Board Policy,board,,,,,,,Subject-001,,qv HDT,Policy Agent,,,,,,per_intent,,,,PACK-e1ff49f2,Agent,,,,PMO,,COURT-POLICY-GOVERNANCE-A,,,,,Policy Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Control,,,,,,,,,External,,,,backend.md,,"{""sample"": ""1. **Build‑Proxy:** A lightweight service that proxies inner `docker build` and `nerdctl` commands to the outer BuildKit daemon.  It exposes a local socket inside the Capsule but forwards build requests externally, avoiding duplicate layer storage.\n2. **Service‑Mirror:** Watches inner service definitions and publishes corresponding services in the outer service mesh with mTLS and SLO configurations.  This allows inner services to be reachable and observable from the outer plane.\n3. **Policy Agent (OPA):** Enforces egress rules, resource quotas, and other policies at the Capsule boundary.  It integrates with eBPF to block unauthorised traffic.\n4. **Telemetry Agent:** Collects traces, metrics and logs from the inner services and sidecars.  It forwards data to the central observability stack ""}",pack=PACK-e1ff49f2; min_plane=Control; approval=required,,Planned,,,trace.control.governance.a,,,Agent,
ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vw MFS-8,ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-df6b24c4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,noa.md,,"{""sample"": ""# NOA — ExecutiveCommanderChiefAgent""}",pack=PACK-df6b24c4; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-4,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,noa.md,,"{""sample"": ""NOA (sometimes called the **ExecutiveCommanderChiefAgent**) is the top‑level orchestrator of\nthe **ark‑os‑noa** platform.  It acts like a CEO for the agent ecosystem: it translates\nhigh‑level business goals into concrete plans, delegates work to Board Agents and\n**MicroAgentStacks**, and ensures that every deliverable meets business, technical, and\ncompliance requirements.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vw MFS-9,ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-df6b24c4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,noa.md,,"{""sample"": ""NOA (sometimes called the **ExecutiveCommanderChiefAgent**) is the top‑level orchestrator of\nthe **ark‑os‑noa** platform.  It acts like a CEO for the agent ecosystem: it translates\nhigh‑level business goals into concrete plans, delegates work to Board Agents and\n**MicroAgentStacks**, and ensures that every deliverable meets business, technical, and\ncompliance requirements.""}",pack=PACK-df6b24c4; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-5,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,noa.md,,"{""sample"": ""* **Inputs:** high‑level goals, success criteria, budgets, SLAs, risk appetite and\n  constraints.  NOA normalises these into a **WorkPlan**.  Each plan captures tasks,\n  checkpoints, deadlines and deliverables.\n* **Outputs:** action plans, stack assignments, acceptance tests and post‑mortems.  For\n  each goal NOA produces a package of artefacts (e.g. zip file and compiled PDF).\n* **Control loop:** Sense → Plan → Act → Verify → Report.  NOA constantly senses\n  progress and risks, replans when necessary, acts by spawning or destroying\n  **MicroAgentStacks**, verifies outputs against acceptance criteria, and finally reports\n  to the business owner.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Board Agents and MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fh QJZ,Board Agents and MicroAgentStacks,,,,,,per_intent,,,,PACK-4ebd1903,Micro-Agent,,,,PMO,,COURT-POLICY-AGENTS-A,,,,,Board Agents and MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,noa.md,,"{""sample"": ""1. **Disambiguate and decompose:** convert ambiguous goals into measurable objectives and\n   step‑by‑step tasks.\n2. **Resource allocation:** assign Board Agents and MicroAgentStacks based on domain\n   expertise, constraints and availability.\n3. **Policy enforcement:** apply safety, security and legal policies; ensure no\n   Docker‑in‑Docker (**Capsule/Full‑Illusion** pattern) and maintain audit logs.\n4. **Model selection:** orchestrate **ModelSelectorAgents** to pick appropriate AI models\n   for each task, balancing accuracy, latency and cost.\n5. **Packaging & archiving:** guarantee that outputs are packaged into deliverable\n   artefacts (zip + PDF) and stored internally.""}",pack=PACK-4ebd1903; min_plane=Control; approval=required,,Planned,,,trace.control.agents.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-6,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,noa.md,,"{""sample"": ""* **WorkPlan:** a structured representation of a goal → tasks → checkpoints → deliverables\n  → review gates.\n* **Assignment:** mapping between Board Agents, MicroAgentStacks and tasks; includes\n  SLAs and ownership.\n* **Trace:** evidence of inputs, actions, tools, models and outputs for audit and\n  reproducibility.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-7,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_host-awareness_wiki.md,,"{""sample"": ""## Integration Points\n- **BoardAgents:** request stacks; set SLAs; consume EFG risk reports.  \n- **Digest Agent:** builds SBOMs, embeddings, and knowledge graphs across code/data/CRMs/APIs/models.  \n- **ModelSelectorAgents:** pick models/tooling based on EFG performance/cost/privacy signals.  \n- **MicroAgentStacks:** use pre-staged environments; export artifacts to MinIO; publish traces to Postgres/pgvector.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,es FPS-2,Digest Agent,,,,,,tbd,,,,PACK-a7c4c5d1,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_host-awareness_wiki.md,,"{""sample"": ""## Integration Points\n- **BoardAgents:** request stacks; set SLAs; consume EFG risk reports.  \n- **Digest Agent:** builds SBOMs, embeddings, and knowledge graphs across code/data/CRMs/APIs/models.  \n- **ModelSelectorAgents:** pick models/tooling based on EFG performance/cost/privacy signals.  \n- **MicroAgentStacks:** use pre-staged environments; export artifacts to MinIO; publish traces to Postgres/pgvector.""}",pack=PACK-a7c4c5d1; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vw MFS-10,ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-df6b24c4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""# NOA — ExecutiveCommanderChiefAgent""}",pack=PACK-df6b24c4; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-8,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""NOA (sometimes called the **ExecutiveCommanderChiefAgent**) is the top‑level orchestrator of\nthe **ark‑os‑noa** platform.  It acts like a CEO for the agent ecosystem: it translates\nhigh‑level business goals into concrete plans, delegates work to Board Agents and\n**MicroAgentStacks**, and ensures that every deliverable meets business, technical, and\ncompliance requirements.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vw MFS-11,ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-df6b24c4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""NOA (sometimes called the **ExecutiveCommanderChiefAgent**) is the top‑level orchestrator of\nthe **ark‑os‑noa** platform.  It acts like a CEO for the agent ecosystem: it translates\nhigh‑level business goals into concrete plans, delegates work to Board Agents and\n**MicroAgentStacks**, and ensures that every deliverable meets business, technical, and\ncompliance requirements.""}",pack=PACK-df6b24c4; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-9,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **Inputs:** high‑level goals, success criteria, budgets, SLAs, risk appetite and\n  constraints.  NOA normalises these into a **WorkPlan**.  Each plan captures tasks,\n  checkpoints, deadlines and deliverables.\n* **Outputs:** action plans, stack assignments, acceptance tests and post‑mortems.  For\n  each goal NOA produces a package of artefacts (e.g. zip file and compiled PDF).\n* **Control loop:** Sense → Plan → Act → Verify → Report.  NOA constantly senses\n  progress and risks, replans when necessary, acts by spawning or destroying\n  **MicroAgentStacks**, verifies outputs against acceptance criteria, and finally reports\n  to the business owner.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Board Agents and MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fh QJZ-2,Board Agents and MicroAgentStacks,,,,,,per_intent,,,,PACK-4ebd1903,Micro-Agent,,,,PMO,,COURT-POLICY-AGENTS-A,,,,,Board Agents and MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""1. **Disambiguate and decompose:** convert ambiguous goals into measurable objectives and\n   step‑by‑step tasks.\n2. **Resource allocation:** assign Board Agents and MicroAgentStacks based on domain\n   expertise, constraints and availability.\n3. **Policy enforcement:** apply safety, security and legal policies; ensure no\n   Docker‑in‑Docker (**Capsule/Full‑Illusion** pattern) and maintain audit logs.\n4. **Model selection:** orchestrate **ModelSelectorAgents** to pick appropriate AI models\n   for each task, balancing accuracy, latency and cost.\n5. **Packaging & archiving:** guarantee that outputs are packaged into deliverable\n   artefacts (zip + PDF) and stored internally.""}",pack=PACK-4ebd1903; min_plane=Control; approval=required,,Planned,,,trace.control.agents.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-10,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **WorkPlan:** a structured representation of a goal → tasks → checkpoints → deliverables\n  → review gates.\n* **Assignment:** mapping between Board Agents, MicroAgentStacks and tasks; includes\n  SLAs and ownership.\n* **Trace:** evidence of inputs, actions, tools, models and outputs for audit and\n  reproducibility.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-11,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""The **Board Agents** sit at the top of the **ark‑os‑noa** organisation just below NOA.  They are analogous to an executive board in a company: each agent owns a domain (strategy, operations, finance, legal, security, partnerships, research) and has authority to commission **MicroAgentStacks** to execute work.  By design they are *few in number* but *broad in scope*—their purpose is to translate NOA’s vision into specific missions, ensure alignment with ElementArk/DeFlex’s business model, and provide governance across all stacks and agents.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Growth/Partnerships Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ij VCO,Growth/Partnerships Agent,,,,,,tbd,,,,PACK-ddb18977,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Growth/Partnerships Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-ddb18977; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
COO Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,xf AYN,COO Agent,,,,,,tbd,,,,PACK-29d06ba7,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,COO Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-29d06ba7; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
Legal/Compliance Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,rd BLD,Legal/Compliance Agent,,,,,,tbd,,,,PACK-4ffaa7e7,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Legal/Compliance Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-4ffaa7e7; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
